,p_np
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(OC)cc1,0.17385132424533367
CCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,0.9694116115570068
CCCCNc1c(cnc2n(CC)ncc12)C(=O)OCC,0.9452667037645975
NN1C=Nc2cc3ccccc3cc2C1=O,0.9352904756863912
OC(O)C(Cl)(Cl)Cl,0.9689671397209167
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,0.9800530870755514
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,0.9854857126871744
CN(C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,0.9816613594690958
Clc1ccc2OC(=O)Nc2c1,0.9590852657953898
C[N+](C)(C)CCO,0.7933779954910278
CN1C(=O)CC(=O)N(c2ccccc2)c3cc(Cl)ccc13,0.9853385885556539
CN1Cc2n(cnc2C(=O)OC(C)(C)C)c3ccsc3C1=O,0.9681724309921265
C1C(Nc2c1c(ccc2)CCN(CCC)CCC)=O,0.9816697438557943
C1C(Nc2c1c(ccc2O)CCN(CCC)CCC)=O,0.9682908852895101
OC(=O)CNC(=O)c1ccccc1O,0.7556257247924805
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)(=O)=O,0.9793499906857809
FC(Br)C(F)(F)F,0.9864545067151388
Cn1cnc2N(C)C(=O)NC(=O)c12,0.9423879384994507
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0.7276819944381714
Cc1ccccc1,0.9774705767631531
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,0.9736254016558329
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)cc(ccc1)N(=O)=O,0.09945325553417206
c1(ccccc1)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,0.1956063291678826
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc([S@](=O)C)cc1,0.11182527927060922
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(S(=O)(=O)C)cc1,0.11009628449877103
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,0.9769953886667887
c1(ccccc1)[C@H](CN1CCCC1)N(C(=O)Cc1ccc(c(c1)Cl)Cl)C,0.9686590433120728
CN1C(=C(\O)Nc2cc(C)on2)/C(=O)c3ccccc3[S]1(=O)=O,0.10963436836997668
Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC=C)c2c1,0.9694350560506185
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,0.08698291704058647
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,0.7897121906280518
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,0.98607337474823
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,0.9841548999150594
OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(Cl)cc24)CC1,0.9652135372161865
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4cc(Cl)ccc34)c5ccc(F)cc5,0.9223746061325073
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,0.9401918053627014
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,0.9680379827817281
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC4CC4,0.9783601562182108
FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CC4)C5CC5)c2c1,0.9830092787742615
CN(C)CCO,0.9639616211255392
[H+].[Cl-].CCOC(=O)C1(CCN(C)CC1)c2ccccc2,0.9701387087504069
ClC=C(Cl)Cl,0.9816900889078776
ClC(Cl)Cl,0.985329290231069
c1c(nccc1)CCNC,0.9699071248372396
c1c(nccc1)CCN(C)C,0.9710924625396729
n1c(scc1)CCN,0.9235869447390238
n1c(scc1c1ccccc1)CCN,0.5137943923473358
c1c(nc2n1cccc2)CCN,0.6360046789050102
Cc1cccc(C)c1,0.9785939653714498
CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24,0.9424672524134318
CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,0.11129282725354035
O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,0.9589356184005737
Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC6CC6,0.9708519577980042
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,0.10049224365502596
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,0.1221989734719197
CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,0.08339496205250423
C[S](O)(=O)=O.Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,0.7840585509936014
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,0.908095637957255
CNCCCN1c2ccccc2CCc3ccccc13,0.9853280782699585
CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,0.9898486534754435
COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,0.9690250953038534
CN1CCC23C4CCC(O)C2Oc5c(O)ccc(CC14)c35,0.9696639974912008
CN(C)CCOC(c1ccccc1)c2ccccc2,0.9573083321253458
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0.9782549142837524
CC(CN1CCN(CCOCCO)CC1)CN2c3ccccc3Sc4ccccc24,0.9654369751612345
COC(=O)c1ccc(cc1)C(=O)OC,0.9442888498306274
Cc1ccccc1C,0.9784629742304484
Cc1ccc(C)cc1,0.9786864916483561
CC(C)O,0.9615914622942606
NC(=O)N1c2ccccc2C3OC3c4ccccc14,0.9846564133961996
c12c(nc(c(c1C(N[C@@H](CC)c1ccccc1)=O)C)c1ccccc1)cccc2,0.5571934580802917
c1cc(ccc1CCCC(OC(C)(C)C)=O)N(CCCl)CCCl,0.9628943204879761
CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3,0.3084513892730077
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,0.7157681385676066
CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,0.9739586313565572
c1ccc2N([C@H](CN3CCCC3)C)c3c(ccc(C(=O)NCCC)c3)Sc2c1,0.9759222467740377
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN4CCSc2c34)C(O)=O,0.08666997651259105
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.09118933913608392
c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](C[N@@](C)CC1)CN1CCCC1,0.9745767911275228
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ccn2)=O,0.9368792573610941
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,0.6613952865203222
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[N@@]2C[C@@H](CC2)O)c2n(CC1)ccn2)=O,0.29489124069611233
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ncn2)=O,0.939971923828125
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](C[N@@]2C[C@@H](CC2)O)C[N@](CC1)CCO)=O,0.19808562596638998
[H+].[Cl-].CN(C)CC\C=C/1c2ccccc2COc3ccccc13,0.9753092527389526
CN(C)CCOC(C)(c1ccccc1)c2ccccn2.OC(=O)CCC(O)=O,0.7909720341364542
Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,0.9589318037033081
CC\C(=C/C)C(=O)NC(N)=O,0.9809185862541199
CCC(C)(CC)OC(N)=O,0.9757755994796753
Clc1ccc2n3cnnc3CN=C(c4ccccc4)c2c1,0.9766318202018738
CCc1ccccc1N2C(=Nc3ccccc3C2=O)C,0.9664315780003866
CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C,0.9316828846931458
CCC(O)(\C=C\Cl)C#C,0.9707609812418619
NC(=O)OC1(CCCCC1)C#C,0.9764104684193929
c1cc(CCNC)ncc1,0.9699071248372396
c1cc(CCN(C)C)ncc1,0.9710924625396729
s1c(ncc1)CCN,0.923586924870809
c1nc(C2CCN(CC2)C(NC2CCCCC2)=S)c[nH]1,0.9592891136805216
c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)C[N@](CC3)C,0.9848254919052124
c1c(Cl)nc(N2CCN(CCCCN3C(CCC3)=O)CC2)cc1C(F)(F)F,0.9743510882059733
c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)CNCC3,0.9836060007413229
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[N@@]2C[C@@H](CC2)O)c2c(CC1)[nH]cn2)=O,0.15820058062672615
c1ccc2nc(c(c(C(N[C@@H](CC)c3ccccc3)=O)c2c1)O)c1ccccc1,0.27988075216611225
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCCCN(C)C,0.48538065950075787
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCC(O)=O,0.2764558990796407
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(c3ccccc3)nc2cc1)OCCCC(O)=O,0.2663250466187795
c1ccc2c(c(C(N[C@@H](CC)c3ccccc3)=O)c(OCCNC(Cc3c(cccc3)C(=O)O)=O)c(c3ccccc3)n2)c1,0.25634395082791644
c1cc2c(c(OCCNC(Cc3ncccc3)=O)c(c3ccccc3)nc2cc1)C(N[C@@H](CC)c1ccccc1)=O,0.36003483335177106
c1cc2c(c(c(c3ccccc3)nc2cc1)OCCNC([C@@H]1CCCN1)=O)C(=O)N[C@@H](CC)c1ccccc1,0.2049129642546177
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)Cn1cncc1,0.3431372046470642
C[C@H]1CN(C[C@@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,0.08423213536540668
CCC1(C)CC(=O)NC1=O,0.9784680406252543
CCc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,0.9835336407025655
OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,0.9707035024960836
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,0.9729697704315186
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,0.9866079886754354
COc1cc2CCN(C)C3CC4(C=CC(=O)C=C4)c(c1O)c23,0.9719828963279724
CCC1(CCC(=O)NC1=O)c2ccccc2,0.9787659645080566
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,0.9666254719098409
CC1=C2NC3=CC(=O)C=CC3=C2C=CN1,0.9199997584025065
Cc1nccc2c1[nH]c3ccccc23,0.9567559758822123
c1cc(ncc1)CSCCNc1c(cc[nH]1)[N+](=O)[O-],0.8636017839113871
c1(cc(nc(c1C)C)C(SC(CNc1c(cc[nH]1)[N+](=O)[O-])(C)C)(C)C)C,0.7379300991694132
c1(c(oc(c1C)C(N(C(C)(N)C)C(N)(C)C)(C)C)C)C.C[NH+]O.[OH-],0.8482249975204468
[NH]C(CC(C)C([N@@](C(C)(C)C)C(N)(C)N)(C)C)c1c(c(c[nH+][o+]1)C)[O-],0.8561814626057943
CCNCc1c(O)c(C)ncc1CSC,0.9078062971433004
CN1C(=C(\O)Nc2ccccn2)/C(=O)c3sccc3[S]1(=O)=O,0.26374007388949394
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,0.5979908208052317
CN(C1CCCC[C@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,0.978299637635549
CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,0.9748142759005228
NC(=O)OC1(CCCCC1)CC#C,0.9760382771492004
[H+].[H+].[Cl-].[Cl-].OCCN1CCCN(CCCN2c3ccccc3Sc4cc(ccc24)C(F)(F)F)CC1,0.9598506689071655
COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,0.980728268623352
CCC(O)(COC(N)=O)c1ccccc1,0.9591689904530843
OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,0.9514412681261698
CN(C)CCCN1c2ccccc2CCc3ccccc13,0.9851546486218771
CNC1(CCCCC1=O)c2ccccc2Cl,0.9790148933728536
OC(=O)C1=CC(=O)c2ccccc2N1,0.7721970280011495
C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)C,0.9764539003372192
C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)c1ccccc1,0.9718391497929891
C1CN(CCC1)Cc1cccc(c1)OCCCO,0.9635628660519918
C1CN(CCC1)Cc1cccc(c1)OCCCNc1ncccc1,0.9733889698982239
C1CN(CCC1)Cc1cccc(c1)OCCCNc1nccs1,0.9781537254651388
C1CN(CCC1)Cc1cccc(c1)OCCCNc1nc2c(o1)cccc2,0.96349569161733
c1c(oc(c1)CN(C)C)CSCCNc1nc(c(c[nH]1)Cc1cc2c(cc1)cccc2)=O,0.17849883809685707
CN(C)Cc1oc(cc1)CSCCNC=1NC=C(CN1)Cc1cnc(cc1)C,0.26676495869954425
c1(nccc(c1)c1nc([nH]n1)N)N(C)C,0.2186786395808061
n1(c(c2nc[nH]c2n(c1=O)C)=O)C,0.5671844879786173
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(F)cc3,0.9790040651957194
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,0.9677199125289917
CCN(CC)CC(=O)Nc1c(C)cccc1C,0.9782398343086243
OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,0.9845766623814901
CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,0.9757733345031738
CN(C)CCOC(=O)COc1ccc(Cl)cc1,0.9480116764704386
CC1=Nc2ccccc2C(=O)N1c3ccccc3Cl,0.9694483677546183
CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13,0.990512470404307
CCCC(C)(COC(N)=O)COC(N)=O,0.9708049297332764
c1c2CCOc2c(cc1OC)CN[C@@H]1CCCN[C@H]1c1ccccc1,0.9668077230453491
c1(c(cc2n(ncc2c1)CCN)Cl)Cl,0.9030487934748331
Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,0.9467459917068481
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,0.8992848594983419
NC1=NC(=O)c2ncn(COCCO)c2N1,0.8475657304128011
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,0.9435084462165833
NCCCNCCS[P](O)(O)=O,0.24583904445171356
COc1cc(CCN)cc(OC)c1OC,0.9382332364718119
CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)=O,0.9818155368169149
CN[C@@H](C)Cc1ccccc1,0.9704799056053162
Cc1ccccc1N2C(=Nc3ccccc3C2=O)C,0.9672219753265381
COc1ccccc1OCC(O)COC(N)=O,0.9503281911214193
COc1ccc2Sc3ccccc3N(CCCN(C)C)c2c1,0.9752635757128397
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,0.9737132986386617
CCC(C)(O)C#C,0.9550352692604065
COC(=O)C(C1CCCCN1)c2ccccc2,0.9697945912679037
CCC1(CC)C(=O)NCC(C)C1=O,0.9749998450279236
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0.2666523605585098
Nc1ccc(C(O)=O)c(O)c1,0.10944349939624469
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,0.5863656798998514
CN(C)N\N=C/1N=CN=C1C(N)=O,0.9576206207275391
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,0.040516749334832035
CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,0.045766521245241165
Clc1ccc2NC(=O)CC(=O)N(c3ccccc3)c2c1,0.9836459755897522
CNCCCN1c2ccccc2Sc3ccccc13,0.9846724470456442
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,0.5326010386149088
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12.OC(=O)\C=C/C(O)=O,0.7032849589983622
Cc1ccc(cc1)C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2,0.9720353086789449
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=CC4O)c35,0.9632601340611776
CN1CCC(=CC1)c2ccccc2,0.9817358652750651
Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,0.9672370155652364
CN1CCC[C@H]1c2cccnc2,0.9713382522265116
[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,0.9834008614222208
Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,0.9884276986122131
CNCCC=C1c2ccccc2CCc3ccccc13,0.9794278939565023
CN(C)CCOC(c1ccccc1)c2ccccc2C,0.9594559470812479
COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,0.9769704739252726
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,0.15083171923955283
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.9697041511535645
FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,0.7360154589017233
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,0.2627708514531453
CC[C@@H](CO)NCCN[C@@H](CC)CO,0.18797542527318
CC[C@@]1(O)C[C@H](OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5[C@H]1C(=O)OC,0.050614556297659874
CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(O)=O)C(=O)N2[C@H]1C(O)=O,0.04401812329888344
CNCC(O)c1ccc(O)c(O)c1,0.06141558134307464
COc1cccc2C(=O)c3c(O)c4CC(O)(CC(O)c4c(O)c3C(=O)c12)C(=O)CO,0.05538173392415047
[Na+].CC1(C)SC2C(NC(=O)CSCC=C)C(=O)N2C1C([O-])=O,0.0473066009581089
CC1(C)S[C@@H]2[C@H](NC(=O)C34C[C@H]5C[C@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(O)=O,0.050715516010920204
CC(C)(C)C(=O)OCOC(=O)C1N2[C@H](SC1(C)C)[C@H](N=CN3CCCCCC3)C2=O,0.196866766239206
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4ccc(N)c(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,0.06897341832518578
[Cl-].CC(=O)[C@@]1(N)C[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)c3c(O)c4C(=O)c5ccccc5C(=O)c4c(O)c3C1.[H+],0.050137102603912354
CC1(C)S[C@@H]2C(NC(=O)[C@H](NC(=O)C3=CNc4cccnc4C3=O)c5ccccc5)C(=O)N2[C@H]1C(O)=O,0.05492539890110493
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NC(N5CCN(CCO)CC5)C(O)=O)C1=O,0.0556229663391908
CN[C@H]1[C@@H](O)[C@H]2O[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]4O[C@H](CO)[C@@H](N)[C@H](O)[C@H]4O,0.053966839176913105
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,0.11065791298945744
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c3ccc(O)cc3,0.03595703778167566
CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@@H](CC[C@H]2N)C(C)N)[C@H](O)[C@@H]1N(C)C(=O)CN,0.09304190302888553
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc([NH3+])n2)C(=O)N1[S]([O-])(=O)=O,0.051969035218159355
CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](N=CN3CCCCCC3)C2=O,0.1853643786162138
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,0.06725308019667864
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0.07077271553377311
CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,0.5897342761357626
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC3OC(C)CC(C3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0.04477431128422419
NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC3OC(CO)C(O)C(N)C3O,0.057269975543022156
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0.16538056979576746
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c4ccccc4)C(=O)N2[C@H]1C(O)=O,0.04249940998852253
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4CCCc4c3)c5ccccc5)C(=O)N2[C@H]1C(O)=O,0.052046820521354675
CC1OC(CC(N)C1O)OC2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(O)c5C(=O)c4c(O)c23)C(C)=O,0.04098656463126341
NC(=O)OCC1[C@H](NC(=O)C(=N/OCC(O)=O)\c2csc(N)n2)C(=O)N1[S](O)(=O)=O,0.07176290700833003
N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)Cl)c3ccccc3,0.05615964159369469
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,0.028544655069708824
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)C(O)=O,0.03445891415079435
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3ccccc3)C2=O)C(O)=O,0.06661787753303845
Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)C(N)c4ccc(O)cc4)C3=O)C(O)=O)nn1,0.031555451452732086
NC(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3cn[nH]n3)c4ccc(O)cc4,0.04081444845845302
[Na+].Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CSC(F)(F)F)C3=O)C([O-])=O,0.0780920038620631
Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN4C=C(Cl)C(=O)C(=C4)Cl)C3=O)C(O)=O)nn1,0.04761867597699165
Cc1sc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O)nn1,0.07741758972406387
CC(N)C(=O)OC(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)OCC3=C(C)OC(=O)O3)CSc4sc(C)nn4)c5ccccc5,0.047311744963129364
CC/C=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3csc(N)n3,0.164085753262043
COCC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N\O)/c3csc(N)n3)C2=O)C(O)=O,0.0641471470395724
Nc1scc(n1)\C(=N\O)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C,0.06813506906231244
CO\N=C(C(=O)NC1[C@H]2SCC(=C(N2C1=O)C(O)=O)\C=C/c3scnc3C)\c4csc(N)n4,0.059333292146523796
CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)C2=O)C(O)=O,0.030161737153927486
CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)C)/c3csc(N)n3,0.0716877393424511
OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cc3sccc3)C(=O)N12)CSc4[nH]ncn4,0.06179076557358106
Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CS\C=C/C#N)C3=O)C(O)=O,0.05353678266207377
Nc1scc(n1)\C(=N\OCC(O)=O)C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)C=C,0.0687582790851593
CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C)/c4csc(N)n4,0.07528701921304067
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C,0.10535110160708427
CO[C@]1(NC(=O)CSC[C@@H](N)C(O)=O)[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C,0.09156680976351102
CO\N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3sc(CC(O)=O)c(C)n3)/c4csc(N)n4,0.06921588505307834
OC(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSc3nnnn3C[S](O)(=O)=O)c4ccccc4,0.06688797970612843
NCc1ccccc1CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4CC(O)=O,0.061686123410860695
CO[C@]1(NC(=O)C2S\C(S2)=C(\C(N)=O)C(O)=O)[C@H]3SCC(=C(N3C1=O)C(O)=O)CSc4nnnn4C,0.053144749564429127
CN(C)CCn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc4csc(N)n4)C3=O)C(O)=O,0.05652149269978205
